INSTITUICAO_ENSINO_ALUNO_2020,NOME,IDADE_ALUNO_2020,ANOS_PM_2020,FASE_TURMA_2020,PONTO_VIRADA_2020,INDE_2020,INDE_CONCEITO_2020,PEDRA_2020,DESTAQUE_IEG_2020,DESTAQUE_IDA_2020,DESTAQUE_IPV_2020,IAA_2020,IEG_2020,IPS_2020,IDA_2020,IPP_2020,IPV_2020,IAN_2020,FASE_2021,TURMA_2021,INSTITUICAO_ENSINO_ALUNO_2021,SINALIZADOR_INGRESSANTE_2021,PEDRA_2021,INDE_2021,IAA_2021,IEG_2021,IPS_2021,IDA_2021,IPP_2021,REC_EQUIPE_1_2021,REC_EQUIPE_2_2021,REC_EQUIPE_3_2021,REC_EQUIPE_4_2021,PONTO_VIRADA_2021,IPV_2021,IAN_2021,NIVEL_IDEAL_2021,DEFASAGEM_2021,FASE_2022,TURMA_2022,ANO_INGRESSO_2022,BOLSISTA_2022,INDE_2022,CG_2022,CF_2022,CT_2022,PEDRA_2022,DESTAQUE_IEG_2022,DESTAQUE_IDA_2022,DESTAQUE_IPV_2022,IAA_2022,IEG_2022,IPS_2022,IDA_2022,NOTA_PORT_2022,NOTA_MAT_2022,NOTA_ING_2022,QTD_AVAL_2022,IPP_2022,REC_AVA_1_2022,REC_AVA_2_2022,REC_AVA_3_2022,REC_AVA_4_2022,INDICADO_BOLSA_2022,PONTO_VIRADA_2022,IPV_2022,IAN_2022,NIVEL_IDEAL_2022
Escola Pública,ALUNO-1015,12,2,3R,Sim,8.052502,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,7.2,7.5,6.66666666666666,8.125,9.00000333333333,10,3,J,Rede Decisão,Veterano,Topázio,8.475,9.6,8.9,7.5,6.9,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.1,10,Nível 3 (7o e 8o ano),0,4,P,2018,Sim,8.67342461904762,18,1,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,8.92857142857143,9.375,7.26666666666667,6,7.66666666666667,8.13333333333333,4,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não,Sim,8.91667,10,Fase 4 (9º ano)
Escola Pública,ALUNO-1016,12,1,2E,Não,7.43389066666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,9.6,7.5,6,7.91666666666666,7.11111,5,2,H,Escola Pública,Veterano,Quartzo,4.946,9,0.8,7.5,1.1,7.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.3,5,Nível 3 (7o e 8o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rede Decisão/União,ALUNO-1017,11,2,2J,Não,8.47389066666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,8.8,7.5,8.5,7.08333333333333,8.27777666666666,10,3,J,Rede Decisão,Veterano,Ametista,7.844,8.8,7.2,7.5,5.8,7.9,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.2,10,Nível 2 (5o e 6o ano),1,4,L,2018,Sim,7.95721614036921,153,14,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,7.91667,9.05864681295716,5.625,6.88888888888889,5.33333333333333,6.83333333333333,8.5,4,7.96875,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Não,Não,8.083335,10,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-1018,17,0,5L,Não,4.99527733333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.33334,4.9,7.5,0,8.54166666666666,5.38888333333333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1019,17,0,5A,Não,6.252775,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,6.24999,6.5,7.5,4.33333333333333,8.33333333333333,6.88888,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FIAP,ALUNO-1020,18,3,8A,,6.250001,D,Quartzo,Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.,Ponto a melhorar em 2021: As suas notas na Faculdade.,,8.75001,0,6.875,7.5,0,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1021,12,1,2M,Não,6.782918,C,Ágata,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,7.8,6.875,4.5,7.1875,7.58333,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1022,8,0,0F,Não,8.780002,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,10.00002,9.9,7.5,9,7.5,7.5,10,1,F,Escola Pública,Veterano,Ametista,7.219,9,9.2,7.5,1.9,7.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.9,10,Nível 1 (4o ano),0,1,J,2020,Não,7.52518315942029,299,78,5,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,9.60507246376812,7.5,7.58333333333333,6.33333333333333,8.83333333333333,,3,6.04166666666667,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,7.16666666666667,5,Fase 2 (5º e 6º ano)
,ALUNO-1023,,,,,,,,,,,,,,,,,,0,O,Escola Pública,Ingressante,Ametista,7.896,9,10,7.5,5.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.2,5,Nível 1 (4o ano),-1,0,G,2021,Não,6.83237346153846,545,155,7,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.00002,7.26602564102564,7.5,5.41666666666667,5,5.83333333333333,,2,5.625,Promovido de Fase,Promovido de Fase,,,Não,Não,7.916665,5,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-1024,17,0,5L,Não,3.76222133333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,2.2,3.125,0,7.70833333333333,4.94444,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,G,2022,Não,8.09268585185185,118,33,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,8.92592592592593,6.25,9.18333333333333,9.16666666666667,9.2,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.41666,10,ALFA  (2º e 3º ano)
,ALUNO-1026,,,,,,,,,,,,,,,,,,3,B,Escola Pública,Ingressante,Ametista,7.008,9.6,6.1,7.5,5.6,7.1,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.2,10,Nível 3 (7o e 8o ano),0,3,B,2021,Não,5.66899900252303,766,113,10,Quartzo,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,4.31721723483737,7.5,2.77777777777778,2.33333333333333,3.5,2.5,4,7.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,Não,6.874995,5,Fase 4 (9º ano)
Rede Decisão/União,ALUNO-1027,15,4,5G,Sim,8.06979316666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,9,4.375,6.33333333333333,8.90625,9.0000025,10,6,C,Rede Decisão,Veterano,Ágata,5.672,7.5,3.9,0,6.8,7.1,Mantido na Fase atual,Promovido de Fase,Não avaliado,Promovido de Fase,Não,5.4,10,Nível 6 (2o EM),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1028,12,1,2C,Não,7.73389,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.1,7.5,7.5,7.91666666666666,7.11110666666666,5,2,D,Escola Pública,Veterano,Ametista,6.917,8.4,5.4,7.5,7.1,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.8,5,Nível 3 (7o e 8o ano),-1,3,B,2019,Não,6.94305472222222,509,64,8,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,7.91667,6.66666666666667,4.375,7.44444444444444,5.33333333333333,8.5,8.5,4,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não,Não,5.7083275,10,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1029,10,1,1D,Sim,8.35250299999999,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,8.7,7.5,9,8.125,9.000005,5,2,P,Escola Pública,Veterano,Topázio,8.782,9,7.9,7.5,8.4,9.2,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.7,10,Nível 2 (5o e 6o ano),0,3,A,2019,Sim,7.92818303596696,161,25,6,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.75001,8.91521490205701,7.5,5.77777777777778,5.33333333333333,7.16666666666667,4.83333333333333,4,7.8125,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Não,Não,7.9166675,10,Fase 3 (7º e 8º ano)
,ALUNO-1030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,M,2022,Não,6.87462232323232,531,82,6,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,8.28282828282828,7.5,5.75,6,5.5,,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.61110666666667,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1031,8,0,0B,Sim,9.166669,A,Topázio,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.00002,10,7.5,10,7.5,8.833335,10,1,B,Escola Pública,Veterano,Topázio,8.863,9.5,10,7.5,8.1,7.5,Promovido de Fase + Bolsa,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9,10,Nível 1 (4o ano),0,1,B,2020,Não,7.950002,155,38,5,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.50002,10,7.5,8.83333333333333,8.66666666666667,9,,3,5.83333333333333,Promovido de Fase,Promovido de Fase,Promovido de Fase,,Não,Não,7.5,5,Fase 2 (5º e 6º ano)
,ALUNO-1032,,,,,,,,,,,,,,,,,,1,R,Escola Pública,Ingressante,Ametista,7.451,10,8.3,7.5,5.1,8.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5,Nível 3 (7o e 8o ano),-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,H,2022,Não,8.24399156565657,74,20,1,Topázio,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,7.32828282828283,8.125,9.1,9.33333333333333,8.86666666666667,,2,5.625,Promovido de Fase,Mantido na Fase atual,,,Não,Não,8.166665,10,ALFA  (2º e 3º ano)
Escola Pública,ALUNO-1034,11,1,2N,Não,7.75139133333333,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.00002,8.5,7.5,5.5,8.125,7.94444666666666,10,2,M,Escola Pública,Veterano,Ametista,7.679,8,9.2,7.5,5.8,8.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,9,5,Nível 3 (7o e 8o ano),-1,2,K,2019,Não,7.49558052965748,314,47,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.49039264828738,7.5,6.63333333333333,5.43333333333333,7.83333333333333,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,,Não,Não,7.33333333333333,5,Fase 3 (7º e 8º ano)
Escola Pública,ALUNO-1035,10,0,1C,Não,8.26333466666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.4,7.5,10,7.5,7.16666333333333,5,1,C,Escola Pública,Veterano,Ametista,7.718,9.5,7.9,6.9,6,8.8,Promovido de Fase,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.6,5,Nível 2 (5o e 6o ano),-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1036,12,0,1E,Não,4.70166666666666,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,8.41668,3.3,6.875,0,6.45833333333333,6.83332666666666,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,L,2022,Não,8.12197003030303,107,18,1,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.33334,8.15151515151515,6.875,8,8,7.5,8.5,4,8.125,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Sim,Não,7.791665,10,Fase 3 (7º e 8º ano)
,ALUNO-1038,,,,,,,,,,,,,,,,,,4,F,Escola Pública,Ingressante,Ágata,6.619,8.3,6.1,0,6.5,8,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.3,10,Nível 4 (9o ano),0,5,B,2021,Não,7.53255852287582,298,20,8,Ametista,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.16668,7.44750816993464,7.5,5.77777777777778,1.66666666666667,6.33333333333333,9.33333333333333,3,6.45833333333333,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase + Bolsa,,Sim,Não,7.875,10,Fase 5 (1º EM)
,ALUNO-1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,B,2022,Não,7.62523281481482,262,74,3,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,9.07407407407407,7.5,7,7,7,,2,5.9375,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,8.08333,5,Fase 2 (5º e 6º ano)
,ALUNO-1040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,C,2022,Não,7.26779724893436,407,49,2,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.42231457800512,7.5,6.16666666666667,4.83333333333333,5.83333333333333,7.83333333333333,4,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,Não,6.95833,5,Fase 4 (9º ano)
Escola Pública,ALUNO-1041,12,1,3M,Não,7.79354333333333,B,Ametista,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,8.75001,5.4,7.5,8.66666666666666,7.96875,7.79167,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,D,2022,Não,6.89166683333333,528,68,5,Ágata,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.58335,8.5,7.5,5.16666666666667,7,3.5,5,4,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não,Não,5.9999925,5,Fase 4 (9º ano)
,ALUNO-1043,,,,,,,,,,,,,,,,,,0,M,Escola Pública,Ingressante,Topázio,8.367,9.5,10,7.5,6.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,10,ALFA  (2o e 3o ano),0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1044,,,,,,,,,,,,,,,,,,0,L,Escola Pública,Ingressante,Topázio,8.25,9,10,7.5,5.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,8.8,10,ALFA  (2o e 3o ano),0,0,F,2021,Não,7.28209568959436,400,117,6,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,8.00002,8.44797178130511,7.5,7.31666666666667,7.06666666666667,7.56666666666667,,2,5.625,Promovido de Fase,Mantido na Fase atual,,,Não,Não,7.58333,5,Fase 1 (4º ano)
,ALUNO-1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,A,2022,Não,7.90218387301587,168,25,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.50002,9.36507936507936,7.5,7.41666666666667,5.83333333333333,9,,3,4.79166666666667,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,,Não,Não,6.83333,10,Fase 2 (5º e 6º ano)
Escola Pública,ALUNO-1046,14,2,3R,Sim,7.99333466666666,B,Ametista,Seu destaque em 2020: A sua boa entrega das lições de casa.,Seu destaque em 2020: As suas boas notas na Passos Mágicos.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,9.3,7.5,7.66666666666666,8.33333333333333,8.83334,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Escola Pública,ALUNO-1047,13,2,4L,Não,4.83388733333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,7.5,2.1,7.5,0,7.91666666666666,5.61110333333333,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ALUNO-1048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,C,2022,Não,7.03888911111111,476,123,8,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.00002,9.72222222222222,7.5,4.75,2,7.5,,3,4.16666666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,5.88888,10,Fase 1 (4º ano)
,ALUNO-1049,,,,,,,,,,,,,,,,,,1,R,Escola Pública,Ingressante,Ametista,7.457,7.9,8.8,7.5,6,8.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.1,5,Nível 2 (5o e 6o ano),-1,1,M,2021,Não,7.10745327689594,453,115,10,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.50002,8.88447971781305,7.5,6.25,4.5,8,,3,6.25,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,,Não,Não,6.77777666666667,5,Fase 2 (5º e 6º ano)
,ALUNO-1050,,,,,,,,,,,,,,,,,,0,R,Escola Pública,Ingressante,Topázio,8.788,10,10,7.5,6.9,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.5,10,ALFA  (2o e 3o ano),0,0,N,2021,Não,7.78569314780415,205,54,1,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,10.00002,8.86595573902076,7.5,8.25,8,8.5,,2,5.625,Mantido na Fase atual,Mantido na Fase atual,,,Não,Não,7.75,5,Fase 1 (4º ano)
Escola Pública,ALUNO-1051,12,1,3F,Não,6.25444533333333,C,Ágata,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.,9.16668,2.8,7.5,3.66666666666666,7.5,7.72222,10,3,F,Escola Pública,Veterano,Quartzo,3.599,0,1.7,7.5,1.3,6.9,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2.9,10,Nível 3 (7o e 8o ano),0,3,G,2019,Não,6.76250016666667,566,74,6,Ágata,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,7.1875,5.625,5.83333333333333,6.16666666666667,5.83333333333333,5.5,4,8.125,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Sim,Não,7.0416625,5,Fase 4 (9º ano)
,ALUNO-1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,F,2022,Não,8.11186499332851,111,16,2,Topázio,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,9.50002,7.95514829997589,6.875,8.41666666666667,7.83333333333333,9,,3,6.66666666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,7.66666666666667,10,Fase 2 (5º e 6º ano)
,ALUNO-1053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,B,2022,Não,7.89145071645021,173,11,4,Ametista,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,8.75001,9.41558441558442,7.5,9.25,8.5,10,,3,5.83333333333333,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,,Sim,Não,7.2499975,5,Fase 7 (3º EM)
,ALUNO-1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,P,2022,Não,7.77639066666667,210,53,2,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.,9.00002,9.33333333333333,7.5,6.5,4.5,8.5,,3,6.04166666666667,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,,Não,Não,6.77777666666667,10,Fase 1 (4º ano)
,ALUNO-1055,,,,,,,,,,,,,,,,,,3,F,Escola Pública,Ingressante,Ágata,6.421,7.5,4.7,5,4.7,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.6,10,Nível 3 (7o e 8o ano),0,4,F,2021,Não,7.45654227633478,332,27,5,Ametista,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.,6.66666,8.6038961038961,5.625,6.27777777777778,6,6.83333333333333,6,4,7.34375,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não,Não,7.5833325,10,Fase 4 (9º ano)
Escola Pública,ALUNO-1056,16,1,3L,Não,4.33687383333333,D,Quartzo,Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.,Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.,Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.,7.5,3.7,4.375,2.66666666666666,6.09375,5.0833275,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
